id,verse_text,label,sentiment,len_text,processed_text
,,,positive,,king ordains captivate ascends
,,,positive,,king ordains entrance ascends
,,,positive,,king ordains becharm ascends
,,,positive,,king ordains entrance ascends
,,,positive,,king ordains entrance ascends
,,,positive,,king ordains entrance ascends
,,,positive,,king ordains entrance ascends
,,,positive,,king ordains entrance ascends
,,,positive,,king ordains catch ascends
,,,positive,,king ordains fascinate ascends
,,,positive,,king ordains entrance ascends
,,,positive,,king ordains entrance ascends
,,,positive,,king ordains captivate ascends
,,,positive,,king ordains captivate ascends
,,,positive,,king ordains enamor ascends
,,,positive,,king ordains fascinate ascends
,,,positive,,king ordains entrance ascends
,,,positive,,king ordains enchant ascends
,,,positive,,king ordains entrance ascends
,,,positive,,king ordains captivate ascends
,,,positive,,king ordains enchant ascends
,,,positive,,king ordains spellbind ascends
,,,positive,,king ordains entrance ascends
,,,positive,,climax desire duty love
,,,positive,,culmination hope tariff dear
,,,positive,,climax go for responsibility dear
,,,positive,,climax hope obligation dearest
,,,positive,,climax hope responsibility love
,,,positive,,culmination hope duty honey
,,,positive,,climax hope responsibility love
,,,positive,,coming hope duty love
,,,positive,,climax hope tariff love
,,,positive,,climax hope obligation beloved
,,,positive,,culmination hope duty honey
,,,positive,,climax go for responsibility dear
,,,positive,,climax trust duty love
,,,positive,,orgasm hope duty dearest
,,,positive,,climax desire duty love
,,,positive,,climax hope tariff lamb
,,,positive,,climax trust duty love
,,,positive,,sexual climax trust duty dear
,,,positive,,culmination hope obligation dear
,,,positive,,climax trust obligation dear
,,,positive,,climax trust duty love
,,,positive,,climax hope obligation love
,,,positive,,flood tide go for duty dear
,,,positive,,orgasm hope duty beloved
,,,positive,,climax trust tariff dear
,,,positive,,climax trust obligation dear
,,,positive,,climax desire duty dearest
,,,positive,,sexual climax go for duty dear
,,,positive,,culmination hope duty lamb
,,,positive,,climax hope obligation love
,,,positive,,strain raise blessing
,,,positive,,endeavour raise blessing
,,,positive,,strove heave blessing
,,,positive,,reach raise blessing
,,,positive,,reach raise blessing
,,,positive,,strive raise blessing
,,,positive,,strove wage increase blessing
,,,positive,,strove wage hike blessing
,,,positive,,strove lift blessing
,,,positive,,strove climb blessing
,,,positive,,strove raise boon
,,,positive,,strove raise grace
,,,positive,,strove raise grace
,,,positive,,strove raise approval
,,,positive,,strove ascent blessing
,,,positive,,strove upgrade blessing
,,,positive,,strain raise blessing
,,,positive,,strove raise benediction
,,,positive,,strove upgrade blessing
,,,positive,,strove raise approval
,,,positive,,strove raise approving
,,,positive,,strove wage hike blessing
,,,positive,,strive raise blessing
,,,positive,,endeavour raise blessing
,,,positive,,strove heave blessing
,,,positive,,reach raise blessing
,,,positive,,strove acclivity blessing
,,,positive,,strove raise approving
,,,positive,,strove raise grace
,,,positive,,strove hike blessing
,,,positive,,full calm cometh slumber
,,,positive,,full equanimity cometh slumber
,,,positive,,full calm air cometh kip
,,,positive,,wide cut calm cometh sleep
,,,positive,,wide cut calm air cometh sleep
,,,positive,,full calm cometh catch some z's
,,,positive,,full calm cometh catch some z's
,,,positive,,entire calm cometh kip
,,,positive,,full composure cometh log z's
,,,positive,,full equanimity cometh sleep
,,,positive,,full calm air cometh kip
,,,positive,,replete composure cometh sleep
,,,positive,,full calm cometh slumber
,,,positive,,total calm cometh slumber
,,,positive,,entire equanimity cometh sleep
,,,positive,,replete calmness cometh sleep
,,,positive,,full equanimity cometh sleep
,,,positive,,wide calm cometh slumber
,,,positive,,entire equanimity cometh sleep
,,,positive,,full equanimity cometh log z's
,,,positive,,full calm cometh kip
,,,positive,,full composure cometh log z's
,,,positive,,full calmness cometh sleep
,,,positive,,wide cut equanimity cometh sleep
,,,positive,,full equanimity cometh slumber
,,,positive,,full composure cometh catch some z's
,,,positive,,entire equanimity cometh sleep
,,,positive,,full composure cometh log z's
,,,positive,,wide calm cometh sleep
,,,positive,,good calm cometh sleep
,,,positive,,ran always clearer manner of speaking run
,,,positive,,ran ever clear speech function
,,,positive,,ran ever so clearer speech execute
,,,positive,,ran ever clear speech run
,,,positive,,ran ever clearer address run
,,,positive,,ran ever so clearer speech run
,,,positive,,ran ever clearer oral communication run
,,,positive,,ran e'er clearer speech fly the coop
,,,positive,,ran ever unmortgaged speech run
,,,positive,,ran ever clear speech run
,,,positive,,ran ever so clearer speech run
,,,positive,,ran of all time clear speech run
,,,positive,,ran ever clearer speech pass
,,,positive,,ran ever clearer spoken communication run
,,,positive,,ran ever so clearer speech persist
,,,positive,,ran ever clearer speech run for
,,,positive,,ran ever clear speech run
,,,positive,,ran of all time clearer spoken language run
,,,positive,,ran ever clearer actor's line run
,,,positive,,ran ever clearer speech course
,,,positive,,ran ever clear speech go
,,,positive,,ran of all time clearer speech persist
,,,positive,,ran ever clearer speech draw
,,,positive,,ran e'er clearer actor's line run
,,,positive,,ran ever so clearer speech draw
,,,positive,,ran of all time clearer speech communication run
,,,positive,,ran ever so clearer speech run
,,,positive,,ran ever clear words run
,,,positive,,ran e'er clearer speech lead
,,,positive,,ran e'er clearer speech run
,,,positive,,glow goal
,,,positive,,sputter goal
,,,positive,,smoothen goal
,,,positive,,shining destination
,,,positive,,shine goal
,,,positive,,shining finish
,,,positive,,shine goal
,,,positive,,shining destination
,,,positive,,sputter goal
,,,positive,,polish goal
,,,positive,,shining end
,,,positive,,shining destination
,,,positive,,shining finish
,,,positive,,shinny goal
,,,positive,,shine goal
,,,positive,,reflect goal
,,,positive,,shining end
,,,positive,,beam goal
,,,positive,,shining destination
,,,positive,,shining destination
,,,positive,,shining finish
,,,positive,,shining end
,,,positive,,shine goal
,,,positive,,glow goal
,,,positive,,struggle goal
,,,positive,,shine goal
,,,positive,,shining finish
,,,positive,,glow goal
,,,positive,,shining destination
,,,positive,,beam goal
,,,positive,,resplendence power burst u
,,,positive,,glory might split u
,,,positive,,glory might break u
,,,positive,,resplendency might burst u
,,,positive,,gloriole might burst u
,,,positive,,glory might bust u
,,,positive,,resplendency might abound u
,,,positive,,glory might break open u
,,,positive,,nimbus power burst u
,,,positive,,resplendence power burst u
,,,positive,,glory might abound u
,,,positive,,resplendency power burst u
,,,positive,,glory mightiness burst u
,,,positive,,glorification might burst u
,,,positive,,aura might burst u
,,,positive,,halo power burst u
,,,positive,,nimbus mightiness burst u
,,,positive,,glory mightiness burst u
,,,positive,,glory might abound u
,,,positive,,resplendence might abound u
,,,positive,,aura might burst u
,,,positive,,resplendence power burst u
,,,positive,,glory mightiness abound u
,,,positive,,halo might burst u
,,,positive,,glory power burst u
,,,positive,,glory power burst u
,,,positive,,aura might burst u
,,,positive,,glorification power burst u
,,,positive,,glory power split u
,,,positive,,aureole might bristle u
,,,positive,,flavor unresting flame
,,,positive,,spirit unresting fire
,,,positive,,spirit unresting flame
,,,positive,,spirit unresting flame
,,,positive,,feeling unresting flame
,,,positive,,spirit unresting flaming
,,,positive,,tone unresting flame
,,,positive,,heart unresting flame
,,,positive,,spirit unresting flaming
,,,positive,,spirit unresting flaming
,,,positive,,spirit unresting flame
,,,positive,,spirit unresting fire
,,,positive,,spirit unresting fire
,,,positive,,spirit unresting fire
,,,positive,,spirit unresting flaming
,,,positive,,intent unresting flame
,,,positive,,spirit unresting fire
,,,positive,,spirit unresting flame
,,,positive,,spirit unresting fire
,,,positive,,flavour unresting flame
,,,positive,,spirit unresting flame
,,,positive,,spirit unresting flame
,,,positive,,spirit unresting flame
,,,positive,,spirit unresting flaming
,,,positive,,spirit unresting flame
,,,positive,,spirit unresting flame
,,,positive,,spirit unresting flame
,,,positive,,feel unresting flame
,,,positive,,feeling unresting flame
,,,positive,,spirit unresting fire
,,,positive,,oer odorous profounds love see
,,,positive,,oer sweet profounds be intimate see
,,,positive,,oer sweet profounds eff see
,,,positive,,oer mellisonant profounds love see
,,,positive,,oer sweet profounds know see
,,,positive,,oer sweet profounds love see
,,,positive,,oer unfermented profounds love see
,,,positive,,oer sweet flavored profounds love see
,,,positive,,oer fresh profounds love see
,,,positive,,oer sweet profounds jazz see
,,,positive,,oer sweet profounds love see
,,,positive,,oer angelical profounds love see
,,,positive,,oer sweet profounds eff see
,,,positive,,oer mellifluous profounds love see
,,,positive,,oer sweet profounds make love see
,,,positive,,oer sweet profounds love see
,,,positive,,oer gratifying profounds love see
,,,positive,,oer cherubic profounds have a go at it see
,,,positive,,oer sweet profounds love see
,,,positive,,oer sweet profounds love see
,,,positive,,oer sweet flavored profounds love see
,,,positive,,oer angelic profounds roll in the hay see
,,,positive,,oer sweet profounds love see
,,,positive,,oer sweet profounds sleep with see
,,,positive,,oer sweet profounds get it on see
,,,positive,,oer sweet profounds enjoy see
,,,positive,,oer sweet profounds sleep with see
,,,positive,,oer perfumed profounds love see
,,,positive,,oer sweet profounds love see
,,,positive,,oer sugared profounds sleep together see
,,,positive,,peace gentle rapture shall instruct life lambency
,,,positive,,heartsease soft rapture shall learn life glow
,,,positive,,peace flaccid rapture shall teach life radiance
,,,positive,,peace treaty soft rapture shall instruct lifespan glow
,,,positive,,peace soft raptus shall instruct life glow
,,,positive,,peacefulness easygoing exaltation shall teach life glow
,,,positive,,ataraxis soft ecstasy shall teach life lambency
,,,positive,,peace balmy rapture shall learn life incandescence
,,,positive,,peace piano transport shall teach spirit glow
,,,positive,,peace soft transport shall learn life glow
,,,positive,,peace diffuse exaltation shall learn life glow
,,,positive,,peace mild rapture shall learn life lambency
,,,positive,,peace diffused ecstasy shall teach life glow
,,,positive,,serenity voiced rapture shall instruct life glow
,,,positive,,serenity soft transport shall instruct life glow
,,,positive,,peace voiced transport shall teach living glow
,,,positive,,peace balmy rapture shall learn life sentence glow
,,,positive,,peace of mind soft raptus shall teach life gleam
,,,positive,,peace soft transport shall teach life story incandescence
,,,positive,,peace soft rapture shall teach biography gleam
,,,positive,,peace diffuse rapture shall learn aliveness glow
,,,positive,,peace soft transport shall teach living glow
,,,positive,,peacefulness soft rapture shall learn lifespan glow
,,,positive,,peace soft ecstasy shall learn life luminescence
,,,positive,,peace diffuse transport shall teach life glow
,,,positive,,peace gentle ecstasy shall teach life gleam
,,,positive,,serenity diffuse ecstasy shall teach life glow
,,,positive,,public security soft ecstasy shall teach liveliness glow
,,,positive,,peace cushy rapture shall teach lifespan glow
,,,positive,,peace soft raptus shall learn life glow
,,,positive,,thy tranquil water system thatch
,,,positive,,thy tranquil water edward teach
,,,positive,,thy tranquil piss teach
,,,positive,,thy tranquil body of water teach
,,,positive,,thy tranquil pee teach
,,,positive,,thy tranquil body of water teach
,,,positive,,thy tranquil water teach
,,,positive,,thy tranquil pee edward teach
,,,positive,,thy tranquil pee teach
,,,positive,,thy tranquil water teach
,,,positive,,thy tranquil water teach
,,,positive,,thy tranquil water teach
,,,positive,,thy tranquil urine edward thatch
,,,positive,,thy tranquil body of water teach
,,,positive,,thy tranquil water teach
,,,positive,,thy tranquil water edward teach
,,,positive,,thy tranquil pee teach
,,,positive,,thy tranquil water teach
,,,positive,,thy tranquil water edward teach
,,,positive,,thy tranquil water thatch
,,,positive,,thy tranquil piddle teach
,,,positive,,thy tranquil water teach
,,,positive,,thy tranquil water blackbeard
,,,positive,,thy tranquil weewee teach
,,,positive,,thy tranquil water edward thatch
,,,positive,,thy tranquil water thatch
,,,positive,,thy tranquil water edward thatch
,,,positive,,thy tranquil water edward thatch
,,,positive,,thy tranquil water edward teach
,,,positive,,thy tranquil body of water teach
,,,positive,,skill song graphics please
,,,positive,,science vocal graphics please
,,,positive,,science song nontextual matter please
,,,positive,,science birdsong art please
,,,positive,,scientific discipline birdcall art please
,,,positive,,scientific discipline birdcall art please
,,,positive,,scientific discipline birdcall art please
,,,positive,,skill song art please
,,,positive,,science birdcall prowess please
,,,positive,,science song artistic creation please
,,,positive,,skill sung art please
,,,positive,,science song nontextual matter please
,,,positive,,skill song artistic creation please
,,,positive,,scientific discipline song art please
,,,positive,,scientific discipline song art please
,,,positive,,science song artwork please
,,,positive,,science sung dynasty art please
,,,positive,,science song nontextual matter please
,,,positive,,skill song art please
,,,positive,,skill song art please
,,,positive,,skill call art please
,,,positive,,skill song prowess please
,,,positive,,skill song artwork please
,,,positive,,science strain nontextual matter please
,,,positive,,skill birdsong art please
,,,positive,,science strain graphics please
,,,positive,,science call art please
,,,positive,,science song nontextual matter please
,,,positive,,scientific discipline song artistic production please
,,,positive,,science song graphics please
,,,positive,,graciousness break doth make
,,,positive,,benignity giving doth reach
,,,positive,,benignity giving doth prepare
,,,positive,,benignity give doth make
,,,positive,,graciousness give doth make
,,,positive,,graciousness giving doth take in
,,,positive,,benignancy giving doth make believe
,,,positive,,benignancy giving doth score
,,,positive,,benignancy giving doth make
,,,positive,,benignity give doth make
,,,positive,,benignity giving doth construct
,,,positive,,graciousness give doth make
,,,positive,,graciousness giving doth ca ca
,,,positive,,benignity giving doth make
,,,positive,,benignity giving doth do
,,,positive,,graciousness afford doth lay down
,,,positive,,graciousness devote doth make
,,,positive,,graciousness establish doth make
,,,positive,,graciousness pass doth micturate
,,,positive,,graciousness giving doth create
,,,positive,,benignancy giving doth make
,,,positive,,graciousness give doth make
,,,positive,,benignity give doth make
,,,positive,,graciousness giving doth hold
,,,positive,,graciousness yield doth make
,,,positive,,benignity giving doth make
,,,positive,,benignancy give doth make
,,,positive,,graciousness giving doth earn
,,,positive,,benignancy giving doth make
,,,positive,,graciousness render doth make
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,beauteous isadore
,,,positive,,already land thou hast declare ti done
,,,positive,,already land thou hast declare ti done
,,,positive,,already land thou hast declare ti done
,,,positive,,already land 1000 hast declared ti done
,,,positive,,already down grand hast declared ti coif
,,,positive,,already put down grand hast declared ti answer
,,,positive,,already set down grand hast declared titanium done
,,,positive,,already shoot down 1000 hast declared titanium done
,,,positive,,already down thou hast hold ti done
,,,positive,,already land thou hast declared titanium make
,,,positive,,already shore yard hast declare ti done
,,,positive,,already bring thou hast declared atomic number 22 done
,,,positive,,already land one thousand hast declared atomic number 22 make
,,,positive,,already land thousand hast declare ti do
,,,positive,,already land yard hast declared ti coiffure
,,,positive,,already land 1000 hast declare ti done
,,,positive,,already land m hast declared ti come
,,,positive,,already land thou hast declared ti make
,,,positive,,already bring thou hast declared titanium coiffe
,,,positive,,already set down thou hast adjudge ti done
,,,positive,,already land thousand hast declared si done
,,,positive,,already land thou hast declare titanium done
,,,positive,,already land thou hast declared te serve
,,,positive,,already land thou hast declare ti done
,,,positive,,already set down thou hast declared atomic number 22 done
,,,positive,,already land yard hast declared ti done
,,,positive,,already land 1000 hast hold titanium done
,,,positive,,already land thou hast announce cordyline terminalis do
,,,positive,,already land thou hast declared ti cause
,,,positive,,already bring chiliad hast declare ti done
,,,positive,,country free joyous
,,,positive,,country innocent joyous
,,,positive,,state free joyous
,,,positive,,country free joyous
,,,positive,,country barren joyous
,,,positive,,country free joyous
,,,positive,,country loose joyous
,,,positive,,state free joyous
,,,positive,,rural area free joyous
,,,positive,,nation free joyous
,,,positive,,country free joyous
,,,positive,,country free joyous
,,,positive,,country detached joyous
,,,positive,,nation free joyous
,,,positive,,area free joyous
,,,positive,,country free joyous
,,,positive,,res publica free joyous
,,,positive,,country free joyous
,,,positive,,land free joyous
,,,positive,,country devoid joyous
,,,positive,,country costless joyous
,,,positive,,land free joyous
,,,positive,,res publica free joyous
,,,positive,,country innocent joyous
,,,positive,,country costless joyous
,,,positive,,country free joyous
,,,positive,,nation free joyous
,,,positive,,state free joyous
,,,positive,,rural area free joyous
,,,positive,,country free joyous
,,,positive,,paynim italian sandwich faster drive
,,,positive,,paynim hero quicker drive
,,,positive,,paynim hero quicker ride
,,,positive,,paynim hoagie faster drive
,,,positive,,paynim hero quicker drive
,,,positive,,paynim hero of alexandria faster ride
,,,positive,,paynim hero faster drive
,,,positive,,paynim hero quicker drive
,,,positive,,paynim poor boy quicker ride
,,,positive,,paynim hero quicker ride
,,,positive,,paynim sub faster drive
,,,positive,,paynim hero faster drive
,,,positive,,paynim hero quicker drive
,,,positive,,paynim cuban sandwich quicker ride
,,,positive,,paynim hero quicker drive
,,,positive,,paynim hero quicker drive
,,,positive,,paynim hero faster drive
,,,positive,,paynim paladin faster drive
,,,positive,,paynim cuban sandwich faster drive
,,,positive,,paynim hero quicker ride
,,,positive,,paynim paladin faster drive
,,,positive,,paynim paladin faster drive
,,,positive,,paynim heron faster drive
,,,positive,,paynim hero quicker drive
,,,positive,,paynim wedge faster drive
,,,positive,,paynim hero faster drive
,,,positive,,paynim submarine quicker ride
,,,positive,,paynim hero quicker ride
,,,positive,,paynim italian sandwich faster drive
,,,positive,,paynim hero faster drive
,,,positive,,looking at radiate peak day
,,,positive,,look shining peak clarence day
,,,positive,,look shining peak twenty four hour period
,,,positive,,tone shining peak 24 hour interval
,,,positive,,feeling shining peak mean solar day
,,,positive,,spirit gleam peak day
,,,positive,,look beam peak daytime
,,,positive,,expression gleam peak day
,,,positive,,look struggle peak clarence shepard day jr.
,,,positive,,look reflect peak clarence day
,,,positive,,spirit shining peak day
,,,positive,,look shining peak 24 hour interval
,,,positive,,look shine peak day
,,,positive,,flavor beam peak day
,,,positive,,look shine peak clarence shepard day jr.
,,,positive,,look radiate peak day
,,,positive,,look shine peak day
,,,positive,,look struggle peak mean solar day
,,,positive,,look shining peak clarence day
,,,positive,,feeling radiate peak day
,,,positive,,look shining peak daytime
,,,positive,,look glow peak day
,,,positive,,look shining peak twenty four hour period
,,,positive,,look shining peak sidereal day
,,,positive,,look shining peak clarence day
,,,positive,,look reflect peak day
,,,positive,,spirit shining peak 24 hour interval
,,,positive,,expression shining peak day
,,,positive,,look shine peak mean solar day
,,,positive,,expression shining peak day
,,,positive,,tinkle ting sweet sung u
,,,positive,,ting tinkle sweetly blab u
,,,positive,,tinkle tinkle sweetly whistle u
,,,positive,,tinkle tinkle sweet sung u
,,,positive,,tinkle tinkle sweetly let the cat out of the bag u
,,,positive,,ting tinkle sweet sung u
,,,positive,,tinkle ting sweetly blab out u
,,,positive,,tinkle ting sweet sung u
,,,positive,,tinkle ting sweetly peach u
,,,positive,,tinkle ting sweetly sung u
,,,positive,,ting tinkle sweetly let the cat out of the bag u
,,,positive,,tinkle tinkle sweet sung u
,,,positive,,tinkle ting sweet sung u
,,,positive,,tinkle ting sweetly sing u
,,,positive,,ting tinkle sweet sung u
,,,positive,,tinkle tinkle sweet sung u
,,,positive,,tinkle ting sweet sung u
,,,positive,,tinkle ting sweetly sung u
,,,positive,,tinkle tinkle sweetly sing u
,,,positive,,tinkle ting sweet sung u
,,,positive,,tinkle tinkle sweet sung u
,,,positive,,tinkle ting sweetly sing u
,,,positive,,tinkle tinkle sweet blab out u
,,,positive,,tinkle ting sweetly sung u
,,,positive,,tinkle tinkle sweet let the cat out of the bag u
,,,positive,,tinkle tinkle sweet sung u
,,,positive,,tinkle tinkle sweet sung u
,,,positive,,ting tinkle sweetly sing u
,,,positive,,ting tinkle sweet sung u
,,,positive,,ting tinkle sweetly sung u
,,,positive,,rhyme indite whose luminous oculus
,,,positive,,rhyme write whose lucent eye
,,,positive,,verse indite whose luminous eye
,,,positive,,rime penned whose luminous oculus
,,,positive,,rhyme write whose luminous eye
,,,positive,,rhyme indite whose luminous center
,,,positive,,rhyme penned whose lucent centre
,,,positive,,rhyme penned whose aglow eye
,,,positive,,rime penned whose lambent eye
,,,positive,,rime penned whose luminous heart
,,,positive,,rime penned whose luminous eye
,,,positive,,rhyme penned whose luminous middle
,,,positive,,verse penned whose luminous eye
,,,positive,,rhyme penned whose lucent oculus
,,,positive,,rhyme compose whose lambent eye
,,,positive,,rhyme pen whose lucent eye
,,,positive,,rhyme pen whose luminous eye
,,,positive,,rime write whose luminous eye
,,,positive,,rime penned whose lucent eye
,,,positive,,rhyme compose whose luminous eye
,,,positive,,rhyme compose whose lambent eye
,,,positive,,rhyme compose whose luminous eye
,,,positive,,rime indite whose luminous eye
,,,positive,,rime penned whose luminous center
,,,positive,,rime penned whose luminous eye
,,,positive,,rhyme penned whose lucent center
,,,positive,,rhyme write whose luminous center
,,,positive,,verse penned whose luminous optic
,,,positive,,rhyme penned whose lucent middle
,,,positive,,rhyme pen whose luminous eye
,,,positive,,like sunup glory
,,,positive,,similar morning glory
,,,positive,,like first light glory
,,,positive,,corresponding morning glory
,,,positive,,like morning nimbus
,,,positive,,like dayspring glory
,,,positive,,comparable morning glory
,,,positive,,like morning halo
,,,positive,,like cockcrow glory
,,,positive,,like dayspring glory
,,,positive,,like dawn glory
,,,positive,,like morning resplendence
,,,positive,,comparable morning glory
,,,positive,,like morning resplendence
,,,positive,,like dawn glory
,,,positive,,like morning aura
,,,positive,,like forenoon glory
,,,positive,,like morning resplendence
,,,positive,,alike morning glory
,,,positive,,like morning glorification
,,,positive,,like morning nimbus
,,,positive,,like morning aura
,,,positive,,alike morning glory
,,,positive,,like dawn glory
,,,positive,,like morning resplendency
,,,positive,,like sunrise glory
,,,positive,,similar morning glory
,,,positive,,like morning aureole
,,,positive,,same morning glory
,,,positive,,like morning resplendence
,,,positive,,shine knightly stellar feather snow
,,,positive,,shine knightly star plume charles percy snow
,,,positive,,shine knightly star feather snow
,,,positive,,shine knightly star plume c
,,,positive,,refulgence knightly stellar plume snow
,,,positive,,effulgence knightly star plume snow
,,,positive,,shine knightly leading plume snow
,,,positive,,shine knightly starring plume snow
,,,positive,,shine knightly star feather snowfall
,,,positive,,effulgence knightly leading plume snow
,,,positive,,shine knightly star plume nose candy
,,,positive,,shine knightly leading feather snow
,,,positive,,shine knightly star plumage snow
,,,positive,,shine knightly stellar plume c
,,,positive,,refulgence knightly star plume charles percy snow
,,,positive,,shine knightly star plume c. p. snow
,,,positive,,shine knightly starring plume baron snow of leicester
,,,positive,,shine knightly star plume blow
,,,positive,,refulgence knightly star plume baron snow of leicester
,,,positive,,refulgence knightly stellar plume snow
,,,positive,,shine knightly star feather snow
,,,positive,,radiance knightly star feather snow
,,,positive,,shine knightly star plume charles percy snow
,,,positive,,radiance knightly star plume charles percy snow
,,,positive,,shine knightly starring plume snow
,,,positive,,shine knightly star plumage snowfall
,,,positive,,refulgence knightly star plume snow
,,,positive,,shine knightly star feather c
,,,positive,,shine knightly star feather snow
,,,positive,,shine knightly star plume coke
,,,positive,,good clone puff best quoth
,,,positive,,near ringer pull best quoth
,,,positive,,good ringer pull well quoth
,,,positive,,skilful ringer pull best quoth
,,,positive,,good ringer pull well quoth
,,,positive,,skillful ringer pull best quoth
,,,positive,,estimable ringer pull advantageously quoth
,,,positive,,unspoilt ringer pull best quoth
,,,positive,,honorable clone pull best quoth
,,,positive,,good ringer drag well quoth
,,,positive,,good ringer pull well quoth
,,,positive,,good ringer pull substantially quoth
,,,positive,,honest ringer pull best quoth
,,,positive,,good clone clout best quoth
,,,positive,,adept ringer puff best quoth
,,,positive,,good ringer pulling well quoth
,,,positive,,honorable ringer pull best quoth
,,,positive,,proficient ringer pull well quoth
,,,positive,,good ringer wrench well quoth
,,,positive,,good dead ringer pull well quoth
,,,positive,,good ringer pull well quoth
,,,positive,,good ringer drag best quoth
,,,positive,,good clone pull intimately quoth
,,,positive,,good clone wrench best quoth
,,,positive,,good ringer drag best quoth
,,,positive,,good bell ringer pull well quoth
,,,positive,,good bell ringer pull well quoth
,,,positive,,good ringer pull considerably quoth
,,,positive,,proficient ringer pull best quoth
,,,positive,,effective ringer pull good quoth
,,,positive,,speedy course delight
,,,positive,,rapid course joy
,,,positive,,speedy course delight
,,,positive,,rapid line delight
,,,positive,,rapid course of instruction delight
,,,positive,,rapid course delectation
,,,positive,,rapid course joy
,,,positive,,rapid form delight
,,,positive,,rapid course pleasure
,,,positive,,rapid row delight
,,,positive,,rapid course delectation
,,,positive,,speedy course delight
,,,positive,,rapid course of study delight
,,,positive,,speedy course delight
,,,positive,,speedy course delight
,,,positive,,rapid course pleasure
,,,positive,,rapid course pleasure
,,,positive,,speedy course delight
,,,positive,,rapid course delectation
,,,positive,,rapid line delight
,,,positive,,rapid course delectation
,,,positive,,speedy course delight
,,,positive,,rapid path delight
,,,positive,,rapid grade delight
,,,positive,,rapid path delight
,,,positive,,rapid course delectation
,,,positive,,rapid course delectation
,,,positive,,rapid course pleasure
,,,positive,,speedy course delight
,,,positive,,rapid course joy
,,,positive,,never block powerful rome
,,,positive,,never forget mighty rome
,,,positive,,ne'er forget mighty rome
,,,positive,,ne'er forgot right rome
,,,positive,,never leave mightily rome
,,,positive,,never forgot right rome
,,,positive,,never forgot powerful rome
,,,positive,,never forgot powerful rome
,,,positive,,never forget mighty rome
,,,positive,,never forgot mightily rome
,,,positive,,ne'er forgot mighty rome
,,,positive,,ne'er block mighty rome
,,,positive,,never leave powerful rome
,,,positive,,ne'er forgot mightily rome
,,,positive,,ne'er forgot powerful rome
,,,positive,,ne'er forgot powerful rome
,,,positive,,never blank out mightily rome
,,,positive,,never block powerful rome
,,,positive,,ne'er block mighty rome
,,,positive,,ne'er block mighty rome
,,,positive,,ne'er forgot mightily rome
,,,positive,,ne'er forgot right rome
,,,positive,,ne'er forgot powerful rome
,,,positive,,never forgot powerful rome
,,,positive,,never forgot powerful rome
,,,positive,,ne'er forgot mighty rome
,,,positive,,ne'er forgot mighty rome
,,,positive,,ne'er forgot powerful rome
,,,positive,,ne'er forgot powerful rome
,,,positive,,never bury mighty rome
,,,positive,,call brilliant flower paint loving cup
,,,positive,,vociferation brilliant flower painted cup
,,,positive,,shout brilliant flower painted loving cup
,,,positive,,call brilliant flush painted cupful
,,,positive,,call brilliant heyday painted cup
,,,positive,,call brilliant prime paint cup
,,,positive,,call brilliant flower paint loving cup
,,,positive,,call brilliant blossom painted loving cup
,,,positive,,call brilliant flower paint cup
,,,positive,,call brilliant flower painted cupful
,,,positive,,call brilliant flush painted cup
,,,positive,,call brilliant flower paint cupful
,,,positive,,call brilliant flower paint cup
,,,positive,,call brilliant flower paint cup
,,,positive,,call brilliant efflorescence painted cup
,,,positive,,call brilliant flush painted cupful
,,,positive,,phone call brilliant flower paint cup
,,,positive,,call brilliant efflorescence painted cup
,,,positive,,margin call brilliant flower paint cup
,,,positive,,call brilliant bloom painted loving cup
,,,positive,,telephone call brilliant blossom painted cup
,,,positive,,call brilliant flush painted cup
,,,positive,,call brilliant bloom painted cup
,,,positive,,call brilliant efflorescence paint cup
,,,positive,,call brilliant prime paint cup
,,,positive,,call brilliant blossom painted cup
,,,positive,,call brilliant flower paint cupful
,,,positive,,call brilliant peak painted cup
,,,positive,,call brilliant heyday painted loving cup
,,,positive,,call brilliant flower paint loving cup
,,,positive,,bright heaven jewel summit
,,,positive,,brilliant heaven jewelled crown
,,,positive,,bright heaven bejewel crown
,,,positive,,bright heaven bejewel crest
,,,positive,,bright heaven jewelled treetop
,,,positive,,lustrous heaven jewelled pate
,,,positive,,vivid heaven jewelled pate
,,,positive,,brilliant heaven jewelled poll
,,,positive,,hopeful heaven jewelled crown
,,,positive,,bright heaven jewelled crest
,,,positive,,bright heaven jewel crown
,,,positive,,bright heaven bejewel peak
